"Create_date","OptIn_date","OptOut_date","Email_status"
"04/30/2021 04:47 PM","09/22/2019 03:07 AM",,"OptIn"
"04/03/2021 04:28 AM","05/25/2019 03:12 AM",,"OptIn"
"08/03/2020 02:01 PM",,,"OptIn"
"08/30/2021 07:51 AM",,,"OptOut"
"05/29/2020 11:57 PM","09/19/2015 12:04 AM","05/29/2020 11:57 PM","OptOut"
"12/28/2020 04:05 AM","04/01/2018 01:13 PM",,"OptIn"
"04/15/2021 03:59 AM","07/16/2019 09:12 AM",,"OptIn"
"06/11/2020 09:07 AM","11/11/2015 11:06 PM",,"OptIn"
"01/21/2021 01:59 AM",,,"OptOut"
"07/15/2021 01:04 PM","08/17/2020 10:05 PM",,"OptIn"
"03/19/2020 02:03 AM",,,"OptOut"
"08/17/2021 09:22 PM","01/10/2021 07:29 AM",,"OptIn"
"08/24/2021 06:30 PM","02/09/2021 07:42 AM",,"Hard Bounce"
"06/05/2021 12:23 PM","02/25/2020 07:08 AM",,"Hard Bounce"
"12/09/2020 06:01 AM","01/08/2018 11:52 PM",,"Hard Bounce"
"05/19/2021 12:16 PM",,,"OptOut"
"04/10/2021 03:04 PM","06/26/2019 02:11 PM",,"OptIn"
"01/01/2021 11:46 AM","04/20/2018 09:25 AM",,"OptIn"
"03/20/2021 03:47 AM","03/25/2019 02:07 AM",,"OptIn"
"03/20/2020 08:20 PM","11/17/2014 04:31 AM",,"OptIn"
"12/26/2020 11:11 AM","03/25/2018 01:50 AM",,"OptIn"
"05/22/2020 07:29 PM","08/18/2015 03:51 PM",,"OptIn"
"05/13/2020 03:16 PM","07/09/2015 03:27 PM",,"OptIn"
"03/08/2021 08:49 PM","02/03/2019 08:23 PM",,"OptIn"
"10/21/2020 12:18 AM","06/08/2017 02:36 AM",,"OptIn"
"07/15/2021 10:31 PM",,,"Unsubscribed"
"08/24/2021 10:45 AM","02/07/2021 09:56 PM",,"OptIn"
"08/30/2021 07:02 PM",,,"OptOut"
"10/22/2020 09:18 AM","06/14/2017 02:30 AM",,"OptIn"
"08/06/2021 07:23 PM","11/22/2020 11:26 PM","08/06/2021 07:23 PM","OptOut"
"09/19/2020 05:23 AM","01/20/2017 10:12 AM",,"OptIn"
"02/09/2021 08:18 AM",,,"Unsubscribed"
"12/05/2020 12:13 AM",,,"OptOut"
"03/31/2021 07:25 PM","05/14/2019 06:24 PM",,"Hard Bounce"
"12/28/2020 03:43 PM","04/03/2018 03:59 PM",,"OptIn"
"01/14/2020 01:00 AM",,,"OptOut"
"07/10/2020 08:18 PM","03/19/2016 11:27 AM",,"OptIn"
"05/03/2021 02:40 AM","10/02/2019 03:34 PM",,"OptIn"
"02/13/2020 12:05 PM","06/11/2014 05:14 PM",,"Hard Bounce"
"05/31/2021 01:01 AM","02/01/2020 10:12 AM","05/31/2021 01:01 AM","Hard Bounce"
"07/06/2021 01:35 PM","07/09/2020 06:18 PM",,"OptIn"
"03/26/2020 05:47 AM",,"03/26/2020 05:47 AM","Unsubscribed"
"04/18/2020 08:36 PM","03/23/2015 12:49 PM",,"OptIn"
"06/11/2020 10:46 AM",,,"Unsubscribed"
"09/23/2021 02:34 AM",,,"Unsubscribed"
"04/07/2021 12:54 AM","06/10/2019 10:21 PM",,"OptIn"
"08/24/2020 02:11 PM",,,"OptIn"
"07/05/2021 08:21 PM","07/06/2020 03:09 PM",,"OptIn"
"04/10/2021 11:46 AM",,,"OptOut"
"11/26/2020 08:21 PM","11/15/2017 09:39 PM",,"OptIn"
"08/23/2021 09:19 AM","02/03/2021 07:02 AM",,"OptIn"
"08/03/2021 03:28 PM","11/09/2020 04:20 AM",,"OptIn"
"04/19/2021 07:54 AM","08/03/2019 12:56 PM",,"OptIn"
"05/17/2020 05:51 AM","07/25/2015 09:00 AM",,"OptIn"
"04/16/2021 10:00 AM",,,"OptOut"
"01/17/2021 05:01 AM",,,"OptOut"
"07/04/2021 01:41 PM","07/01/2020 01:20 AM",,"Hard Bounce"
"06/05/2021 02:12 PM","02/25/2020 03:04 PM",,"OptIn"
"07/08/2020 03:09 AM","03/07/2016 03:18 PM",,"OptIn"
"10/03/2021 07:57 AM",,,"Unsubscribed"
"09/01/2020 10:16 PM","11/05/2016 11:40 PM",,"OptIn"
"08/26/2021 07:13 AM","02/15/2021 11:53 PM",,"Hard Bounce"
"08/15/2021 05:12 AM","12/29/2020 03:41 PM",,"OptIn"
"02/12/2021 07:01 PM","10/21/2018 09:21 PM",,"OptIn"
"02/16/2021 11:06 AM","11/06/2018 08:30 PM",,"Soft Bounce"
"10/16/2021 01:12 PM","09/27/2021 01:18 PM",,"Hard Bounce"
"07/31/2021 07:08 PM","10/27/2020 06:20 PM",,"OptIn"
"03/11/2021 09:20 PM","02/17/2019 12:39 AM",,"OptIn"
"12/07/2020 03:56 AM","12/30/2017 09:24 PM",,"OptIn"
"08/30/2021 06:04 PM",,,"OptOut"
"07/30/2021 04:03 PM",,"07/30/2021 04:03 PM","Unsubscribed"
"01/16/2021 05:44 AM","06/23/2018 05:15 PM",,"OptIn"
"06/08/2020 01:14 PM",,,"OptOut"
"06/22/2020 04:36 AM",,,"Unsubscribed"
"08/06/2021 07:01 PM","11/22/2020 09:51 PM",,"OptIn"
"08/16/2021 07:55 AM","01/03/2021 12:11 PM",,"OptIn"
"04/21/2021 03:32 AM",,,"Unsubscribed"
"07/30/2021 10:56 PM","10/24/2020 03:13 AM",,"OptIn"
"05/09/2020 10:38 AM",,,"Unsubscribed"
"08/25/2020 05:34 AM",,,"OptOut"
"08/17/2020 06:36 PM",,,"Hard Bounce"
"07/12/2020 11:31 AM",,,"Unsubscribed"
"09/12/2020 08:09 AM",,,"Unsubscribed"
"03/10/2021 04:48 AM","02/09/2019 03:54 PM",,"OptIn"
"04/20/2021 04:44 AM","08/07/2019 07:49 AM",,"OptIn"
"02/14/2021 09:41 AM","10/28/2018 09:01 PM","02/14/2021 09:41 AM","OptOut"
"03/08/2020 09:17 AM","09/23/2014 09:13 PM",,"OptIn"
"09/28/2021 12:06 AM",,,"OptOut"
"04/05/2021 08:12 PM",,,"OptOut"
"02/06/2021 08:35 AM","09/23/2018 07:50 PM",,"OptIn"
"08/13/2020 08:53 AM",,,"OptIn"
"06/16/2021 03:39 PM","04/13/2020 09:50 PM",,"OptIn"
"09/22/2021 01:32 PM",,,"Unsubscribed"
"03/15/2021 10:55 PM",,,"Unsubscribed"
"04/11/2021 12:31 AM","06/28/2019 07:23 AM","04/11/2021 12:31 AM","Hard Bounce"
"08/11/2020 11:46 PM",,,"Unsubscribed"
"12/18/2020 05:30 AM","02/17/2018 03:41 AM","12/18/2020 05:30 AM","OptOut"
"07/17/2021 02:18 PM","08/26/2020 08:49 PM","07/17/2021 02:18 PM","OptOut"
"09/02/2021 11:02 PM",,,"OptOut"
"11/12/2020 07:52 AM","09/13/2017 02:45 PM",,"OptIn"
"01/27/2021 03:38 PM","08/12/2018 11:49 AM",,"Hard Bounce"
"05/20/2021 02:31 PM",,,"OptOut"
"02/28/2021 04:28 PM","12/30/2018 04:01 AM",,"OptIn"
"06/25/2021 11:29 PM",,"06/25/2021 11:29 PM","OptOut"
"08/28/2020 05:35 PM",,,"OptOut"
"02/08/2021 05:09 PM",,,"Unsubscribed"
"08/22/2021 08:38 AM",,,"Unsubscribed"
"08/20/2021 06:43 AM",,,"Unsubscribed"
"03/07/2021 02:15 AM","01/27/2019 02:42 AM",,"OptIn"
"01/05/2021 04:33 AM","05/06/2018 12:38 PM",,"OptIn"
"10/12/2020 01:19 AM","04/30/2017 12:55 AM",,"OptIn"
"01/31/2021 12:01 AM","08/27/2018 02:24 AM",,"OptIn"
"09/24/2020 04:05 AM",,,"OptOut"
"01/13/2021 08:39 PM","06/13/2018 08:16 AM",,"OptIn"
"12/30/2020 10:04 PM","04/13/2018 01:00 PM",,"Hard Bounce"
"10/20/2021 10:32 PM","10/16/2021 04:41 PM",,"OptIn"
"06/09/2021 09:34 PM","03/15/2020 09:53 AM",,"OptIn"
"01/29/2021 02:37 AM","08/18/2018 08:26 PM",,"OptIn"
"08/28/2020 08:55 AM",,,"OptOut"
"02/21/2020 11:11 PM","07/18/2014 03:04 PM",,"OptIn"
"07/26/2021 12:23 AM","10/02/2020 02:12 PM",,"OptIn"
"05/04/2021 04:26 AM","10/07/2019 07:58 AM",,"OptIn"
"04/20/2021 06:19 AM","08/07/2019 02:44 PM",,"OptIn"
"07/21/2021 06:54 PM",,,"OptOut"
"09/17/2021 07:12 PM","05/25/2021 03:59 AM",,"OptIn"
"05/26/2020 02:05 AM",,,"Unsubscribed"
"05/14/2021 08:37 PM","11/22/2019 08:14 PM",,"OptIn"
"02/25/2021 01:26 AM","12/14/2018 08:24 AM",,"OptIn"
"08/24/2021 01:53 AM",,,"OptOut"
"06/10/2020 04:37 PM","11/08/2015 11:10 PM",,"OptIn"
"06/14/2020 02:41 PM","11/26/2015 01:24 AM",,"OptIn"
"05/15/2021 10:10 PM","11/27/2019 11:42 AM",,"OptIn"
"03/25/2020 07:20 PM","12/08/2014 07:32 PM",,"OptIn"
"07/30/2021 04:37 AM",,,"OptOut"
"06/07/2021 07:28 AM",,,"Unsubscribed"
"08/03/2021 10:12 PM","11/10/2020 09:44 AM",,"OptIn"
"08/28/2021 09:40 AM","02/25/2021 03:52 AM",,"OptIn"
"06/19/2021 06:04 PM",,,"OptOut"
"12/05/2020 07:11 AM","12/22/2017 06:17 PM",,"OptIn"
"12/08/2020 06:56 PM",,,"OptOut"
"02/03/2021 11:53 AM","09/11/2018 08:13 AM",,"OptIn"
"05/19/2021 08:54 PM","12/14/2019 04:54 PM",,"OptIn"
"11/22/2020 04:07 AM",,,"OptOut"
"02/06/2021 05:17 PM","09/25/2018 09:44 AM",,"OptIn"
"12/19/2020 01:18 AM","02/20/2018 06:01 PM",,"OptIn"
"09/22/2021 04:13 AM",,,"OptOut"
"09/16/2020 01:47 PM","01/08/2017 08:51 PM",,"OptIn"
"07/23/2020 02:55 AM",,"07/23/2020 02:55 AM","Unsubscribed"
"03/24/2020 10:41 PM","12/05/2014 01:28 AM",,"OptIn"
"02/04/2021 09:19 PM",,,"Unsubscribed"
"10/18/2021 08:00 PM","10/07/2021 12:18 PM",,"OptIn"
"04/23/2021 03:23 AM",,"04/23/2021 03:23 AM","Unsubscribed"
"03/07/2021 06:05 AM","01/27/2019 07:27 PM",,"OptIn"
"03/17/2021 09:09 PM","03/15/2019 03:52 AM",,"OptIn"
"08/01/2021 10:35 AM","10/30/2020 01:42 PM",,"OptIn"
"09/15/2021 02:54 PM","05/15/2021 03:51 PM",,"OptIn"
"05/06/2021 03:02 AM","10/15/2019 07:12 PM",,"OptIn"
"03/18/2021 05:08 PM",,,"OptOut"
"09/25/2021 03:50 PM","06/28/2021 10:39 AM",,"OptIn"
"03/13/2021 04:42 PM","02/24/2019 09:45 PM",,"OptIn"
"09/02/2021 10:11 PM",,,"OptOut"
"05/22/2020 01:32 PM","08/17/2015 01:56 PM",,"OptIn"
"10/04/2021 09:25 PM","08/07/2021 05:04 PM",,"OptIn"
"05/08/2021 12:09 PM","10/26/2019 04:18 AM",,"OptIn"
"03/26/2020 04:11 AM",,,"Unsubscribed"
"12/28/2020 02:08 PM","04/03/2018 09:05 AM",,"OptIn"
"12/30/2020 06:38 AM","04/10/2018 05:42 PM",,"OptIn"
"10/24/2020 01:37 PM","06/23/2017 02:41 PM",,"OptIn"
"11/09/2020 12:16 PM","09/01/2017 07:55 AM",,"OptIn"
"09/15/2020 11:11 AM","01/04/2017 12:48 AM",,"OptIn"
"10/21/2020 07:57 AM","06/09/2017 11:56 AM",,"OptIn"
"11/15/2020 08:52 AM",,,"OptOut"
"08/22/2021 06:08 PM","01/31/2021 12:46 PM",,"OptIn"
"01/06/2021 05:55 PM",,,"OptOut"
"06/16/2021 05:24 PM","04/14/2020 05:29 AM",,"OptIn"
"07/30/2021 10:24 AM","10/21/2020 08:32 PM","07/30/2021 10:24 AM","Unsubscribed"
"07/20/2021 02:58 AM","09/06/2020 09:26 PM",,"OptIn"
"07/08/2020 12:05 AM",,,"OptOut"
"09/18/2021 03:48 AM","05/26/2021 05:27 PM",,"OptIn"
"10/29/2020 04:13 PM","07/16/2017 01:45 AM",,"OptIn"
"02/18/2021 06:14 AM","11/14/2018 04:37 PM",,"OptIn"
"08/14/2021 07:38 AM","12/25/2020 05:34 PM",,"OptIn"
"04/03/2020 08:55 PM",,,"OptIn"
"04/11/2021 06:21 PM",,,"OptOut"
"02/13/2020 01:40 PM",,,"Unsubscribed"
"05/14/2021 03:49 PM","11/21/2019 11:21 PM",,"OptIn"
"06/27/2021 05:29 AM",,,"Unsubscribed"
"05/18/2020 09:42 AM","07/30/2015 10:32 AM",,"OptIn"
"08/26/2020 09:46 AM","10/08/2016 02:10 PM",,"OptIn"
"03/19/2021 06:38 AM",,,"Unsubscribed"
"03/17/2020 07:36 PM","11/03/2014 11:17 PM",,"Hard Bounce"
"09/05/2020 03:06 AM","11/19/2016 10:49 PM",,"OptIn"
"04/30/2020 01:06 AM",,,"OptIn"
"11/11/2020 08:54 AM","09/09/2017 10:35 AM",,"OptIn"
"08/23/2021 04:35 PM","02/04/2021 02:44 PM",,"OptIn"
"01/25/2021 05:20 AM","08/01/2018 09:34 PM",,"OptIn"
"06/12/2021 12:46 AM","03/24/2020 05:13 PM",,"OptIn"
"07/17/2021 05:16 AM","08/25/2020 05:27 AM","07/17/2021 05:16 AM","Unsubscribed"
"04/15/2021 08:44 PM","07/19/2019 10:15 AM",,"OptIn"
"08/29/2020 10:38 PM","10/24/2016 12:18 AM",,"OptIn"
"10/15/2021 04:31 PM",,"10/15/2021 04:31 PM","Unsubscribed"
"07/25/2021 07:58 AM","09/29/2020 02:33 PM",,"OptIn"
"09/27/2021 02:58 PM","07/07/2021 12:12 AM",,"OptIn"
"01/02/2021 08:03 PM",,"01/02/2021 08:03 PM","Unsubscribed"
"10/13/2020 11:40 PM","05/08/2017 11:06 AM",,"OptIn"
"10/20/2020 03:20 PM","06/06/2017 11:29 AM",,"OptIn"
"08/15/2021 04:36 PM",,,"OptOut"
"10/27/2020 07:35 PM","07/07/2017 11:05 PM",,"OptIn"
"06/26/2020 07:47 PM",,,"OptOut"
"02/19/2021 12:51 PM","11/20/2018 06:09 AM",,"OptIn"
"10/03/2020 10:31 AM","03/23/2017 10:02 AM","10/03/2020 10:31 AM","Unsubscribed"
"04/07/2021 04:24 PM",,"04/07/2021 04:24 PM","Unsubscribed"
"09/13/2021 11:52 AM","05/06/2021 09:18 AM",,"OptIn"
"02/20/2021 12:41 AM",,,"OptOut"
"09/06/2021 10:08 PM",,,"OptOut"
"08/27/2021 11:50 AM","02/21/2021 04:40 AM","08/27/2021 11:50 AM","Soft Bounce"
"01/09/2021 01:06 PM","05/25/2018 12:37 PM",,"OptIn"
"02/12/2021 07:22 AM","10/19/2018 06:33 PM",,"OptIn"
"06/16/2020 12:45 PM",,"06/16/2020 12:45 PM","Unsubscribed"
"03/03/2021 12:48 AM","01/09/2019 09:43 AM",,"OptIn"
"06/08/2021 02:39 AM","03/07/2020 02:43 PM",,"OptIn"
"10/09/2020 04:49 AM","04/17/2017 02:11 PM","10/09/2020 04:49 AM","Unsubscribed"
"05/09/2021 09:30 PM",,,"OptOut"
"12/07/2020 11:29 AM","01/01/2018 06:20 AM",,"OptIn"
"06/26/2021 10:33 PM",,"06/26/2021 10:33 PM","OptOut"
"05/08/2020 01:25 PM","06/17/2015 11:57 AM",,"OptIn"
"04/28/2021 12:13 AM",,,"Unsubscribed"
"05/06/2020 09:49 PM","06/10/2015 07:15 AM",,"OptIn"
"05/01/2021 12:39 AM","09/23/2019 01:24 PM",,"OptIn"
"10/01/2021 10:53 AM","07/23/2021 05:06 PM","10/01/2021 10:53 AM","Hard Bounce"
"08/11/2020 01:11 AM",,,"OptIn"
"09/08/2021 03:45 PM","04/15/2021 06:52 AM",,"OptIn"
"03/22/2021 05:21 PM","04/05/2019 07:40 AM",,"OptIn"
"06/22/2021 06:12 PM","05/10/2020 01:01 PM",,"OptIn"
"07/22/2021 04:53 AM","09/15/2020 11:09 PM",,"OptIn"
"04/26/2021 11:52 AM","09/03/2019 06:57 PM",,"OptIn"
"07/16/2021 06:56 PM","08/23/2020 08:22 AM",,"OptIn"
"12/20/2020 07:25 AM","02/26/2018 05:23 AM",,"OptIn"
"12/30/2020 03:25 PM","04/12/2018 08:01 AM",,"OptIn"
"05/17/2020 06:08 PM","07/27/2015 02:35 PM",,"OptIn"
"03/09/2021 02:15 AM","02/04/2019 08:04 PM","03/09/2021 02:15 AM","Unsubscribed"
"12/20/2020 12:06 AM",,,"OptOut"
"05/25/2021 06:14 AM",,,"Unsubscribed"
"02/27/2021 10:32 AM","12/24/2018 05:29 PM","02/27/2021 10:32 AM","OptOut"
"08/08/2020 10:01 AM",,"08/08/2020 10:01 AM","Unsubscribed"
"07/04/2021 12:44 AM",,,"OptOut"
"05/11/2020 05:38 PM",,,"OptOut"
"05/06/2021 05:47 PM","10/18/2019 11:31 AM",,"OptIn"
"08/20/2021 04:12 AM","01/20/2021 06:40 AM",,"OptIn"
"05/07/2021 03:32 AM",,,"Unsubscribed"
"05/17/2021 09:20 PM","12/06/2019 01:23 AM",,"OptIn"
"03/31/2021 09:02 PM","05/15/2019 01:28 AM",,"OptIn"
"06/28/2021 03:38 AM",,,"Unsubscribed"
"05/10/2021 12:08 AM","11/01/2019 04:14 PM",,"OptIn"
"05/19/2021 05:36 PM","12/14/2019 02:28 AM",,"Hard Bounce"
"09/03/2021 11:25 AM","03/23/2021 03:36 PM",,"OptIn"
"06/02/2021 08:18 PM","02/13/2020 03:38 PM","06/02/2021 08:18 PM","Unsubscribed"
"02/26/2021 08:36 AM","12/20/2018 12:22 AM",,"OptIn"
"07/21/2020 02:24 AM",,,"OptIn"
"10/11/2020 03:19 PM",,,"Unsubscribed"
"12/17/2020 10:01 PM","02/15/2018 07:04 PM",,"OptIn"
"07/15/2021 12:00 AM",,,"OptOut"
"09/24/2020 12:20 AM","02/10/2017 07:31 AM",,"OptIn"
"05/20/2021 10:57 PM","12/19/2019 10:29 AM",,"OptIn"
"05/20/2020 01:12 AM","08/06/2015 02:46 PM",,"OptIn"
"06/07/2020 02:07 PM","10/26/2015 10:14 AM",,"OptIn"
"04/12/2021 01:43 PM","07/05/2019 01:37 AM",,"Hard Bounce"
"05/23/2020 12:03 PM","08/21/2015 04:08 PM",,"OptIn"
"07/25/2021 03:47 PM","10/01/2020 12:42 AM",,"Hard Bounce"
"02/12/2020 07:53 PM","06/08/2014 06:37 PM",,"OptIn"
"08/29/2021 04:57 PM",,,"Unsubscribed"
"06/01/2021 04:18 AM","02/06/2020 09:13 AM",,"OptIn"
"04/22/2020 07:41 AM",,,"Unsubscribed"
"11/18/2020 06:12 AM",,,"OptIn"
"10/11/2021 01:49 PM","09/05/2021 08:36 PM",,"OptIn"
"03/01/2021 01:00 AM","12/31/2018 05:12 PM",,"OptIn"
"11/22/2020 09:28 PM",,,"OptIn"
"07/26/2021 03:20 AM","10/03/2020 03:04 AM",,"OptIn"
"06/22/2020 09:40 AM","12/30/2015 12:54 AM",,"OptIn"
"08/20/2021 09:09 AM","01/21/2021 04:17 AM",,"OptIn"
"04/13/2020 03:57 AM",,,"OptIn"
"07/21/2020 04:40 AM",,,"OptIn"
"11/09/2020 05:09 PM","09/02/2017 05:12 AM",,"OptIn"
"08/11/2021 08:12 AM","12/12/2020 06:04 PM",,"OptIn"
"08/29/2021 05:23 PM","03/02/2021 10:13 PM",,"OptIn"
"03/05/2020 11:48 AM","09/11/2014 06:11 AM",,"OptIn"
"09/14/2020 02:20 AM","12/29/2016 01:32 AM",,"OptIn"
"03/24/2020 03:46 AM",,"03/24/2020 03:46 AM","Unsubscribed"
"09/18/2020 01:36 AM","01/15/2017 09:02 AM","09/18/2020 01:36 AM","Hard Bounce"
"07/27/2021 08:23 AM","10/08/2020 09:43 AM",,"OptIn"
"09/12/2021 07:29 PM","05/03/2021 09:48 AM","09/12/2021 07:29 PM","Unsubscribed"
"01/16/2021 10:27 AM",,"01/16/2021 10:27 AM","Unsubscribed"
"08/13/2021 10:49 AM","12/21/2020 10:48 PM",,"Hard Bounce"
"07/22/2021 07:50 AM","09/16/2020 12:00 PM",,"OptIn"
"08/12/2021 12:36 AM","12/15/2020 05:34 PM",,"OptIn"
"02/25/2020 09:06 PM",,,"Unsubscribed"
"10/08/2021 10:40 PM","08/25/2021 09:13 AM",,"OptIn"
"09/24/2020 08:24 AM",,,"Unsubscribed"
"01/24/2021 03:22 AM","07/28/2018 04:19 AM","01/24/2021 03:22 AM","OptOut"
"08/30/2021 08:59 AM","03/05/2021 06:17 PM",,"OptIn"
"08/16/2021 09:17 PM","01/05/2021 10:28 PM",,"OptIn"
"10/18/2021 10:23 AM","10/05/2021 06:23 PM",,"OptIn"
"05/07/2021 07:05 AM","10/20/2019 09:30 PM",,"OptIn"
"06/07/2021 01:17 AM","03/03/2020 12:05 AM",,"OptIn"
"07/17/2020 07:43 AM","04/16/2016 06:15 PM",,"OptIn"
"04/08/2021 05:28 PM",,"04/08/2021 05:28 PM","OptOut"
"07/15/2021 05:49 PM","08/18/2020 06:48 PM",,"OptIn"
"08/29/2021 12:03 AM",,,"Unsubscribed"
"05/30/2021 02:12 AM","01/28/2020 06:44 AM",,"OptIn"
"04/15/2021 11:20 PM",,,"OptOut"
"08/24/2021 12:58 PM","02/08/2021 07:36 AM",,"OptIn"
"03/07/2021 10:02 PM","01/30/2019 05:00 PM",,"OptIn"
"09/30/2021 05:25 AM","07/18/2021 08:35 AM",,"OptIn"
"03/03/2020 06:23 AM","09/01/2014 01:13 PM",,"OptIn"
"06/12/2021 12:22 AM","03/24/2020 03:28 PM",,"OptIn"
"05/14/2021 04:15 AM","11/19/2019 08:51 PM",,"OptIn"
"07/18/2021 01:57 PM","08/31/2020 03:59 AM",,"OptIn"
"01/30/2021 09:08 PM","08/26/2018 01:50 PM",,"OptIn"
"05/07/2021 05:56 AM","10/20/2019 04:30 PM","05/07/2021 05:56 AM","OptOut"
"01/04/2021 04:41 PM","05/04/2018 08:56 AM","01/04/2021 04:41 PM","Unsubscribed"
"12/17/2020 06:28 PM","02/15/2018 03:35 AM",,"OptIn"
"10/02/2020 03:45 AM",,,"Unsubscribed"
"07/19/2021 11:00 PM","09/06/2020 04:07 AM",,"Hard Bounce"
"02/18/2021 10:33 AM","11/15/2018 11:28 AM",,"OptIn"
"03/18/2020 06:02 PM","11/08/2014 01:08 AM",,"OptIn"
"07/23/2021 10:35 PM","09/23/2020 12:59 PM",,"OptIn"
"08/17/2021 12:28 AM","01/06/2021 12:24 PM",,"OptIn"
"10/02/2021 06:08 PM",,,"Unsubscribed"
"07/14/2021 12:51 AM",,,"Unsubscribed"
"12/02/2020 01:43 PM","12/10/2017 08:43 PM",,"OptIn"
"09/06/2020 11:57 PM","11/28/2016 02:26 AM","09/06/2020 11:57 PM","OptOut"
"05/26/2021 07:19 AM","01/11/2020 06:19 PM","05/26/2021 07:19 AM","OptOut"
"07/06/2020 01:11 AM","02/27/2016 01:19 PM",,"OptIn"
"12/13/2020 03:15 PM","01/28/2018 02:51 AM",,"OptIn"
"06/06/2021 11:22 AM","02/29/2020 11:23 AM",,"OptIn"
"08/18/2021 02:22 PM",,,"OptOut"
"10/19/2021 04:49 PM","10/11/2021 07:08 AM",,"OptIn"
"09/27/2021 03:10 PM","07/07/2021 01:04 AM",,"OptIn"
"03/22/2021 02:48 AM",,,"OptOut"
"10/03/2021 01:15 AM","07/30/2021 04:25 PM",,"OptIn"
"06/10/2021 02:20 AM","03/16/2020 06:40 AM",,"OptIn"
"06/18/2020 12:55 AM","12/11/2015 12:05 AM","06/18/2020 12:55 AM","OptOut"
"01/12/2021 02:16 AM","06/05/2018 03:26 PM",,"OptIn"
"09/15/2021 08:23 AM",,,"Unsubscribed"
"09/29/2020 01:01 AM",,,"Unsubscribed"
"10/02/2020 07:23 AM","03/18/2017 11:40 AM",,"OptIn"
"08/10/2020 09:17 AM",,,"OptIn"
"06/07/2020 12:09 AM","10/23/2015 10:17 PM",,"OptIn"
"08/30/2021 10:37 PM","03/08/2021 05:41 AM",,"OptIn"
"06/20/2021 03:51 PM","05/01/2020 09:22 AM",,"OptIn"
"08/05/2021 06:14 AM","11/16/2020 05:27 AM",,"OptIn"
"04/19/2020 11:06 PM","03/28/2015 08:25 AM",,"OptIn"
"08/05/2021 02:14 PM","11/17/2020 04:19 PM",,"Hard Bounce"
"01/10/2021 11:51 PM","05/31/2018 08:10 PM",,"OptIn"
"11/11/2020 09:02 PM",,,"OptOut"
"05/16/2021 05:17 AM","11/28/2019 06:44 PM",,"OptIn"
"02/03/2021 02:19 AM","09/09/2018 02:28 PM",,"OptIn"
"03/03/2020 10:44 PM","09/04/2014 12:30 PM",,"OptIn"
"11/18/2020 11:04 AM",,,"Soft Bounce"
"05/30/2021 04:13 PM","01/30/2020 07:50 PM",,"OptIn"
"05/27/2021 03:35 AM",,,"OptOut"
"10/10/2021 12:17 AM","08/30/2021 12:58 AM",,"OptIn"
"06/20/2021 11:20 PM","05/02/2020 06:02 PM",,"OptIn"
"10/02/2021 06:23 AM","07/27/2021 06:09 AM",,"OptIn"
"08/02/2021 05:31 PM",,,"Unsubscribed"
"11/05/2020 04:23 AM","08/13/2017 10:52 AM",,"OptIn"
"09/05/2021 06:22 AM","03/31/2021 11:52 AM",,"OptIn"
"02/24/2021 02:13 AM",,,"Unsubscribed"
"06/27/2020 01:35 PM",,,"Unsubscribed"
"05/11/2020 07:10 PM","07/01/2015 03:05 PM",,"OptIn"
"03/22/2020 09:16 AM",,,"Unsubscribed"
"08/01/2021 03:02 AM",,,"OptOut"
"09/28/2020 03:55 AM","02/28/2017 09:53 AM",,"Hard Bounce"
"04/26/2020 07:17 PM",,,"Unsubscribed"
"05/22/2021 11:51 AM",,"05/22/2021 11:51 AM","Unsubscribed"
"05/20/2021 06:42 AM","12/16/2019 11:35 AM",,"OptIn"
"07/10/2020 05:54 AM","03/16/2016 08:37 PM",,"OptIn"
"11/08/2020 11:49 PM",,,"OptOut"
"01/22/2021 05:05 AM","07/19/2018 06:27 PM",,"OptIn"
"07/16/2021 12:38 PM",,"07/16/2021 12:38 PM","OptOut"
"06/18/2021 02:29 AM","04/20/2020 05:43 AM",,"OptIn"
"07/23/2021 11:22 PM","09/23/2020 04:24 PM","07/23/2021 11:22 PM","OptOut"
"09/05/2020 01:39 AM","11/19/2016 04:28 PM",,"OptIn"
"06/12/2021 05:04 AM","03/25/2020 11:56 AM",,"OptIn"
"08/23/2021 08:04 AM","02/03/2021 01:31 AM",,"OptIn"
"05/04/2021 02:41 AM",,,"OptOut"
"05/09/2021 01:31 AM","10/28/2019 01:35 PM",,"OptIn"
"02/10/2021 09:55 PM",,,"Unsubscribed"
"07/14/2020 09:49 AM","04/04/2016 01:23 AM",,"OptIn"
"07/02/2021 07:24 PM","06/23/2020 08:56 AM",,"OptIn"
"04/13/2021 06:45 PM","07/10/2019 08:12 AM",,"OptIn"
"09/10/2020 09:30 PM","12/15/2016 02:27 AM","09/10/2020 09:30 PM","OptOut"
"10/13/2020 12:36 PM",,,"Unsubscribed"
"11/28/2020 09:35 AM","11/22/2017 04:02 PM",,"OptIn"
"06/09/2021 09:41 PM",,,"Unsubscribed"
"05/17/2020 08:58 PM","07/28/2015 02:59 AM",,"OptIn"
"04/03/2021 01:34 PM",,,"OptOut"
"01/17/2021 07:14 AM","06/28/2018 08:25 AM",,"OptIn"
"03/26/2021 07:09 PM","04/23/2019 02:14 AM",,"OptIn"
"08/10/2021 05:58 AM","12/07/2020 11:36 PM",,"Hard Bounce"
