"ID","MONTHS_IN_BUSINESS","OPERATOR_TYPE","EMPLOYEE_TYPE","EMPLOYEE_COUNT","NUM_ACCOUNTS_SERVED","SECTOR","CREDIT_TERM_REQUESTED","LOCATIONS_NUMBER_SERVICED","OWN_REALTY","CAPITAL_GAIN","CAPITAL_LOSS","CONTRACTS_AWARDED","NATIVE_COUNTRY"
132870,82,"Private","HS-grad",9,0,"Exec-managerial","6",1,"N",0,4356,18,"United-States"
22428,52,"Global","Bachelors",13,6,"Protective-serv","3",1,"Y",0,0,60,"United-States"
239150,32,"Private","Some-college",10,5,"Craft-repair","6",2,"Y",0,0,40,"United-States"
170563,37,"Private","Assoc-voc",11,4,"Prof-specialty","18",1,"N",0,0,32,"United-States"
173542,36,"Private","Bachelors",13,6,"Prof-specialty","3",1,"Y",0,0,40,"United-States"
286026,39,"Private","Bachelors",13,6,"Adm-clerical","3",1,"Y",0,0,40,"United-States"
72887,30,"Private","HS-grad",9,6,"Craft-repair","12",4,"Y",3411,0,40,"United-States"
163229,49,"State","HS-grad",9,6,"Protective-serv","3",1,"Y",0,0,56,"United-States"
165726,40,"State","Assoc-voc",11,1,"Exec-managerial","18",1,"N",0,0,40,"United-States"
70055,42,"Private","11th",7,6,"Transport-moving","3",1,"Y",0,0,45,"United-States"
184655,35,"Private","Bachelors",13,5,"Prof-specialty","6",1,"Y",0,0,40,"United-States"
139906,39,"Private","HS-grad",9,1,"Other-service","18",1,"N",0,0,81,"United-States"
198211,32,"State","Assoc-voc",11,2,"Craft-repair","6",1,"Y",0,0,40,"United-States"
146540,22,"Private","11th",7,5,"Craft-repair","6",1,"Y",0,0,50,"United-States"
132304,53,"State","Some-college",10,1,"Adm-clerical","6",1,"N",0,0,40,"United-States"
190916,25,"Private","HS-grad",9,5,"Adm-clerical","6",1,"Y",0,0,40,"United-States"
237272,17,"Nonprofit","10th",6,5,"?","12",1,"Y",0,0,30,"United-States"
755858,44,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,70,"United-States"
127315,52,"Private","Masters",14,6,"Prof-specialty","3",1,"Y",0,0,40,"United-States"
304302,42,"Regional","HS-grad",9,6,"Transport-moving","3",5,"Y",0,0,40,"United-States"
184942,34,"Private","11th",7,6,"Transport-moving","3",1,"Y",0,0,50,"United-States"
267989,27,"Private","Some-college",10,6,"Machine-op-inspct","3",1,"Y",0,0,40,"United-States"
188377,37,"Private","HS-grad",9,5,"Machine-op-inspct","6",2,"Y",0,0,40,"United-States"
221059,39,"Regional","Masters",14,6,"Prof-specialty","9",3,"N",7688,0,38,"United-States"
340787,26,"Private","HS-grad",9,6,"Prof-specialty","3",1,"Y",0,0,40,"United-States"
140782,48,"Private","Masters",14,6,"Exec-managerial","24+",1,"N",0,1902,38,"United-States"
169071,57,"Private","HS-grad",9,1,"Sales","18",1,"N",0,0,28,"United-States"
151094,36,"Self-emp-not-inc","Assoc-voc",11,4,"Exec-managerial","6",1,"Y",0,0,48,"United-States"
122922,27,"Private","Bachelors",13,5,"Sales","6",1,"N",0,0,40,"United-States"
151141,17,"Private","11th",7,5,"Handlers-cleaners","12",1,"Y",0,0,15,"United-States"
136651,30,"Private","5th-6th",3,6,"Craft-repair","3",1,"Y",0,0,40,"Mexico"
177285,37,"Private","Assoc-voc",11,6,"Adm-clerical","24+",2,"N",0,0,48,"United-States"
128016,31,"State","Bachelors",13,5,"Sales","12",1,"N",0,0,40,"United-States"
200318,23,"Private","Assoc-acdm",12,5,"Adm-clerical","6",1,"N",0,0,20,"United-States"
250354,32,"Private","10th",6,5,"Craft-repair","9",1,"Y",0,0,45,"United-States"
191069,58,"Private","HS-grad",9,6,"Sales","3",1,"Y",0,0,40,"United-States"
27856,31,"Private","HS-grad",9,5,"Other-service","18",1,"N",0,0,8,"United-States"
523484,44,"Private","Bachelors",13,6,"Exec-managerial","3",2,"Y",0,0,40,"United-States"
257175,39,"Global","Bachelors",13,1,"Tech-support","18",2,"N",0,625,40,"United-States"
174864,59,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,1485,45,"United-States"
196029,42,"Private","Bachelors",13,6,"Transport-moving","3",1,"Y",0,0,48,"United-States"
200471,45,"Private","HS-grad",9,6,"Adm-clerical","3",1,"Y",0,0,35,"United-States"
353195,20,"Private","HS-grad",9,5,"Craft-repair","6",1,"Y",0,0,35,"United-States"
222868,35,"Private","HS-grad",9,6,"Adm-clerical","3",1,"Y",0,0,40,"United-States"
221791,50,"Private","Assoc-acdm",12,6,"Tech-support","3",2,"Y",0,0,40,"United-States"
197114,56,"Private","HS-grad",9,5,"Handlers-cleaners","12",1,"Y",0,0,28,"United-States"
160220,48,"Private","Assoc-voc",11,6,"Sales","3",1,"Y",0,0,40,"United-States"
274917,58,"Self-emp-not-inc","Masters",14,0,"Other-service","6",1,"N",0,0,15,"United-States"
348460,32,"Private","Assoc-voc",11,6,"Craft-repair","3",1,"Y",0,0,50,"United-States"
112683,23,"Private","Some-college",10,5,"Sales","12",1,"N",0,0,12,"United-States"
345831,48,"Private","HS-grad",9,1,"Machine-op-inspct","6",1,"Y",0,0,40,"United-States"
105370,33,"Private","HS-grad",9,1,"Protective-serv","6",1,"Y",0,0,70,"United-States"
345006,48,"Private","Bachelors",13,5,"Prof-specialty","6",1,"N",0,0,45,"Mexico"
195329,55,"Private","HS-grad",9,0,"Other-service","6",1,"N",2202,0,35,"Italy"
108765,40,"State","Assoc-voc",11,5,"Exec-managerial","18",5,"N",0,0,40,"United-States"
138022,50,"Private","Some-college",10,6,"Prof-specialty","3",1,"Y",0,0,40,"United-States"
175029,52,"Self-emp-not-inc","10th",6,6,"Craft-repair","3",1,"Y",0,0,35,"United-States"
189574,19,"Private","HS-grad",9,5,"Other-service","6",1,"N",0,0,30,"United-States"
141409,55,"Self-emp-not-inc","10th",6,6,"Sales","3",1,"Y",7688,0,50,"United-States"
186035,36,"Self-emp-not-inc","Prof-school",15,6,"Sales","3",1,"Y",0,0,30,"United-States"
165235,39,"Private","Bachelors",13,4,"Prof-specialty","18",4,"N",0,0,40,"Philippines"
105043,22,"Private","Some-college",10,5,"Adm-clerical","18",1,"N",0,0,40,"United-States"
230684,44,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",7688,0,50,"United-States"
345705,34,"Private","HS-grad",9,1,"Craft-repair","6",1,"Y",0,1408,38,"United-States"
248584,33,"Private","Some-college",10,6,"Other-service","3",1,"Y",0,0,50,"United-States"
436861,55,"Private","Masters",14,1,"Prof-specialty","6",1,"N",14084,0,40,"United-States"
200153,35,"Private","Masters",14,6,"Exec-managerial","3",1,"Y",0,0,45,"United-States"
398625,50,"Private","11th",7,0,"Machine-op-inspct","6",1,"N",0,0,40,"United-States"
114043,43,"Private","Some-college",10,1,"Adm-clerical","18",2,"N",0,0,40,"United-States"
169544,29,"Private","Assoc-voc",11,5,"Tech-support","6",1,"Y",0,0,40,"United-States"
343849,56,"Private","Some-college",10,6,"Transport-moving","3",2,"Y",0,0,40,"United-States"
162572,33,"Private","Bachelors",13,6,"Prof-specialty","3",1,"Y",99999,0,40,"United-States"
291578,24,"Private","HS-grad",9,6,"Sales","3",1,"Y",0,0,50,"United-States"
136162,46,"Private","Assoc-voc",11,1,"Sales","18",1,"N",0,0,40,"United-States"
376133,60,"Self-emp-inc","HS-grad",9,6,"Adm-clerical","24+",1,"N",15024,0,15,"United-States"
302612,48,"Self-emp-inc","Masters",14,6,"Other-service","3",1,"Y",0,0,40,"United-States"
240166,65,"State","11th",7,6,"Transport-moving","3",1,"Y",0,0,35,"United-States"
193152,29,"Private","HS-grad",9,5,"Handlers-cleaners","6",1,"Y",0,1408,40,"United-States"
248094,42,"Private","HS-grad",9,6,"Transport-moving","3",1,"Y",0,1740,43,"United-States"
119281,44,"Private","Prof-school",15,6,"Prof-specialty","3",1,"Y",0,0,50,"United-States"
300404,73,"Self-emp-not-inc","Some-college",10,6,"Sales","3",1,"Y",0,0,6,"United-States"
82847,21,"Private","Some-college",10,5,"Tech-support","6",1,"N",0,0,50,"United-States"
161153,32,"Self-emp-inc","HS-grad",9,6,"Farming-fishing","3",1,"Y",0,1902,55,"United-States"
287008,43,"Global","Masters",14,6,"Protective-serv","3",1,"Y",0,0,35,"United-States"
654141,21,"Private","HS-grad",9,5,"Craft-repair","6",2,"Y",0,0,32,"United-States"
252646,30,"Private","Some-college",10,4,"Transport-moving","6",1,"Y",0,0,20,"United-States"
171924,54,"Private","Bachelors",13,6,"Tech-support","3",1,"Y",0,0,48,"United-States"
219742,19,"Private","Some-college",10,5,"Other-service","12",1,"N",0,0,15,"United-States"
153788,55,"Regional","Some-college",10,6,"Adm-clerical","24+",1,"N",0,0,37,"United-States"
60639,20,"Private","Some-college",10,5,"Sales","12",1,"N",0,0,28,"United-States"
96062,53,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",0,0,40,"Greece"
165614,51,"Private","Masters",14,5,"Prof-specialty","6",1,"Y",0,0,55,"United-States"
159888,33,"Private","HS-grad",9,6,"Transport-moving","3",1,"Y",0,0,40,"United-States"
110586,62,"Private","Some-college",10,0,"Priv-house-serv","18",1,"N",0,0,40,"United-States"
143062,24,"Self-emp-not-inc","HS-grad",9,5,"Other-service","12",1,"Y",0,0,30,"United-States"
413557,17,"Self-emp-inc","9th",5,5,"Sales","12",1,"N",0,0,40,"United-States"
137658,26,"Private","Some-college",10,5,"Adm-clerical","6",1,"N",0,0,45,"United-States"
398931,36,"Private","HS-grad",9,1,"Craft-repair","6",1,"Y",0,0,40,"United-States"
311764,32,"Private","10th",6,6,"Exec-managerial","24+",1,"N",0,0,35,"United-States"
98725,58,"Private","Doctorate",16,6,"Prof-specialty","3",1,"Y",0,0,50,"United-States"
140854,38,"Private","Bachelors",13,6,"Tech-support","3",1,"Y",0,0,40,"United-States"
97304,72,"Private","HS-grad",9,2,"Machine-op-inspct","18",1,"Y",2346,0,40,"?"
352768,26,"Global","HS-grad",9,1,"Adm-clerical","12",1,"N",0,0,40,"United-States"
27184,45,"?","HS-grad",9,0,"?","18",1,"N",0,0,38,"United-States"
237229,72,"?","Assoc-voc",11,0,"?","6",1,"N",0,0,30,"United-States"
142494,60,"Private","Some-college",10,6,"Exec-managerial","3",1,"Y",15024,0,40,"United-States"
210313,27,"Private","HS-grad",9,6,"Sales","3",1,"Y",0,0,50,"Guatemala"
194538,38,"Private","Assoc-voc",11,6,"Machine-op-inspct","3",1,"Y",0,0,48,"United-States"
26698,37,"Self-emp-inc","Some-college",10,6,"Sales","3",1,"Y",0,1485,44,"United-States"
211032,28,"Private","Some-college",10,5,"Adm-clerical","12",1,"Y",0,0,40,"United-States"
107909,38,"Self-emp-inc","Bachelors",13,6,"Sales","3",1,"Y",0,0,40,"United-States"
136077,29,"Private","HS-grad",9,6,"Sales","3",1,"Y",0,0,60,"United-States"
184737,19,"Private","HS-grad",9,5,"Other-service","12",1,"N",0,1721,40,"United-States"
214689,28,"Private","Bachelors",13,5,"Handlers-cleaners","9",1,"Y",0,0,25,"United-States"
147558,70,"?","Bachelors",13,1,"?","6",1,"N",0,0,7,"United-States"
93793,40,"Self-emp-not-inc","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,50,"United-States"
247025,26,"Private","Assoc-voc",11,1,"Craft-repair","12",1,"Y",0,0,40,"United-States"
284403,43,"Private","Assoc-acdm",12,6,"Sales","3",2,"Y",0,0,60,"United-States"
221977,29,"Private","Some-college",10,6,"Adm-clerical","24+",1,"N",0,0,40,"United-States"
339956,25,"Global","Some-college",10,6,"Protective-serv","3",2,"Y",0,0,40,"United-States"
161097,29,"Private","HS-grad",9,6,"Machine-op-inspct","3",2,"Y",0,0,40,"United-States"
223696,60,"Private","1st-4th",2,1,"Craft-repair","6",3,"Y",0,0,38,"Dominican-Republic"
234500,31,"Private","Bachelors",13,6,"Adm-clerical","24+",1,"N",0,0,40,"United-States"
97005,51,"State","7th-8th",4,6,"Transport-moving","3",1,"Y",0,0,40,"United-States"
242615,18,"Private","Some-college",10,5,"Adm-clerical","12",1,"N",0,0,15,"United-States"
174938,36,"Private","Bachelors",13,1,"Tech-support","18",1,"Y",0,0,20,"United-States"
160120,35,"Private","Bachelors",13,6,"Adm-clerical","3",4,"Y",0,0,40,"Philippines"
193775,48,"Private","Bachelors",13,1,"Adm-clerical","12",1,"Y",0,0,38,"United-States"
59583,78,"Self-emp-not-inc","7th-8th",4,6,"Farming-fishing","3",1,"Y",0,0,25,"United-States"
157913,72,"Private","Bachelors",13,6,"Protective-serv","3",1,"Y",0,0,17,"United-States"
308205,24,"Private","Some-college",10,5,"Exec-managerial","12",1,"Y",0,0,40,"United-States"
158506,58,"?","11th",7,6,"?","3",1,"Y",0,0,16,"United-States"
201769,36,"Private","11th",7,5,"Protective-serv","6",2,"Y",13550,0,40,"United-States"
330470,48,"Private","Some-college",10,6,"Handlers-cleaners","3",1,"Y",0,0,30,"United-States"
184078,28,"Private","HS-grad",9,1,"Adm-clerical","6",1,"N",0,0,40,"United-States"
123384,26,"Private","Masters",14,5,"Other-service","12",1,"N",0,0,40,"United-States"
330132,29,"Private","Bachelors",13,5,"Sales","6",1,"N",0,0,60,"United-States"
274720,47,"Private","5th-6th",3,6,"Other-service","3",2,"Y",0,0,40,"Jamaica"
129673,50,"Private","Bachelors",13,1,"Exec-managerial","6",1,"N",0,0,50,"United-States"
205584,35,"Global","5th-6th",3,5,"Craft-repair","6",1,"Y",0,0,40,"Mexico"
327127,17,"Private","11th",7,5,"Transport-moving","12",1,"Y",0,0,20,"United-States"
225892,41,"Private","Some-college",10,6,"Craft-repair","3",1,"Y",0,0,48,"United-States"
224886,37,"Private","HS-grad",9,6,"Transport-moving","3",1,"Y",0,0,42,"United-States"
27763,35,"State","HS-grad",9,6,"Other-service","3",5,"Y",0,0,40,"United-States"
73684,56,"Private","7th-8th",4,6,"Craft-repair","3",1,"Y",0,0,40,"Portugal"
107452,23,"Private","Some-college",10,6,"Transport-moving","3",1,"Y",0,0,40,"United-States"
23871,33,"Private","Assoc-acdm",12,1,"Prof-specialty","18",1,"N",0,0,32,"United-States"
309272,79,"Self-emp-inc","HS-grad",9,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
469864,28,"Private","Bachelors",13,5,"Prof-specialty","6",2,"Y",0,0,40,"United-States"
286230,55,"Private","11th",7,1,"Sales","12",1,"N",0,0,20,"United-States"
186308,59,"Regional","Masters",14,6,"Prof-specialty","3",1,"Y",0,0,50,"United-States"
113062,22,"Private","Bachelors",13,5,"Prof-specialty","12",1,"N",0,0,40,"United-States"
86150,19,"Private","11th",7,5,"Sales","12",4,"N",0,0,19,"Philippines"
262038,41,"Private","5th-6th",3,2,"Farming-fishing","6",1,"Y",0,0,35,"Mexico"
279231,32,"Private","Assoc-voc",11,6,"Adm-clerical","3",1,"Y",0,0,40,"Italy"
188903,67,"?","7th-8th",4,6,"?","3",1,"Y",2414,0,40,"United-States"
183786,45,"Private","HS-grad",9,1,"Other-service","18",1,"N",0,0,35,"United-States"
339358,61,"Private","5th-6th",3,6,"Farming-fishing","9",1,"N",0,0,45,"Mexico"
287737,34,"Private","Bachelors",13,5,"Sales","6",1,"N",0,0,40,"United-States"
99203,43,"Self-emp-not-inc","Assoc-voc",11,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
297449,38,"Private","Bachelors",13,6,"Adm-clerical","3",1,"Y",7298,0,50,"United-States"
113481,35,"Private","Doctorate",16,6,"Prof-specialty","3",1,"Y",0,0,60,"United-States"
204042,65,"Private","HS-grad",9,1,"Protective-serv","6",1,"Y",0,0,20,"United-States"
43387,24,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",0,0,55,"England"
99233,37,"Private","HS-grad",9,6,"Adm-clerical","3",1,"Y",0,0,40,"United-States"
313729,34,"Self-emp-not-inc","Some-college",10,6,"Farming-fishing","3",1,"Y",0,0,50,"United-States"
99679,42,"Private","HS-grad",9,6,"Transport-moving","3",1,"Y",0,0,60,"United-States"
169745,18,"Private","7th-8th",4,5,"Other-service","12",1,"N",0,0,40,"United-States"
19914,43,"Global","Some-college",10,0,"Exec-managerial","18",5,"N",0,0,15,"United-States"
113543,31,"Private","Some-college",10,6,"Other-service","3",1,"Y",0,0,40,"United-States"
224241,19,"Private","Some-college",10,5,"Sales","12",1,"N",0,0,20,"United-States"
137367,40,"Self-emp-inc","Some-college",10,6,"Exec-managerial","3",4,"Y",0,0,50,"China"
263908,32,"Private","Bachelors",13,6,"Prof-specialty","3",1,"Y",0,0,40,"United-States"
280798,47,"Private","Some-college",10,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
203849,32,"State","Some-college",10,6,"Transport-moving","3",1,"Y",0,0,40,"United-States"
62546,46,"Self-emp-inc","Doctorate",16,4,"Prof-specialty","6",1,"Y",0,0,35,"United-States"
197344,40,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",0,0,65,"United-States"
93225,36,"Private","Bachelors",13,5,"Craft-repair","6",1,"Y",0,0,35,"United-States"
187560,33,"Private","Assoc-voc",11,6,"Sales","3",1,"Y",0,0,36,"United-States"
61743,23,"Regional","5th-6th",3,5,"Transport-moving","6",1,"Y",0,0,35,"United-States"
186648,21,"Private","10th",6,4,"Machine-op-inspct","12",1,"Y",0,0,40,"United-States"
173321,40,"Private","HS-grad",9,6,"Other-service","24+",2,"N",0,0,32,"United-States"
246820,53,"Regional","Doctorate",16,6,"Prof-specialty","3",1,"Y",0,0,50,"United-States"
424034,20,"?","Some-college",10,5,"?","12",1,"Y",0,0,15,"United-States"
291755,53,"Self-emp-not-inc","Some-college",10,6,"Transport-moving","3",1,"Y",0,0,72,"United-States"
104945,58,"Private","9th",5,6,"Handlers-cleaners","3",2,"Y",0,0,60,"United-States"
85423,51,"Private","HS-grad",9,6,"Sales","3",1,"Y",0,0,55,"United-States"
214235,31,"Private","HS-grad",9,6,"Other-service","3",1,"Y",0,0,65,"United-States"
278632,35,"Self-emp-not-inc","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
27415,23,"?","11th",7,5,"?","12",5,"Y",0,0,40,"United-States"
143392,31,"State","Some-college",10,1,"Adm-clerical","6",1,"N",0,0,35,"United-States"
277408,21,"Private","Some-college",10,5,"Other-service","18",1,"N",0,0,35,"United-States"
336793,39,"Self-emp-not-inc","Masters",14,6,"Craft-repair","3",1,"Y",0,0,55,"United-States"
184112,36,"Private","Prof-school",15,6,"Prof-specialty","24+",1,"N",15024,0,45,"United-States"
74660,51,"Private","10th",6,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
395026,18,"Private","11th",7,5,"Other-service","12",1,"Y",0,0,12,"United-States"
171215,32,"Private","Some-college",10,1,"Adm-clerical","6",1,"Y",0,0,48,"United-States"
121362,56,"Private","Bachelors",13,1,"Other-service","6",1,"N",0,0,32,"United-States"
409200,35,"Private","Assoc-acdm",12,5,"Protective-serv","6",1,"Y",0,0,40,"United-States"
268965,63,"Private","12th",8,0,"Sales","18",1,"N",0,0,40,"United-States"
136262,61,"Private","HS-grad",9,6,"Exec-managerial","3",1,"Y",0,0,50,"United-States"
141323,23,"Private","Some-college",10,5,"Other-service","12",1,"Y",0,0,40,"United-States"
108083,52,"State","Masters",14,6,"Prof-specialty","3",1,"Y",0,0,50,"United-States"
82210,19,"Private","HS-grad",9,5,"Sales","6",1,"Y",0,0,50,"United-States"
400943,33,"Regional","Masters",14,6,"Prof-specialty","3",1,"Y",0,0,50,"United-States"
308489,35,"Private","Bachelors",13,6,"Sales","3",2,"Y",0,0,50,"United-States"
187053,35,"Private","HS-grad",9,1,"Transport-moving","6",1,"N",0,0,60,"United-States"
75826,38,"Private","Prof-school",15,6,"Prof-specialty","24+",1,"N",0,0,40,"United-States"
413345,23,"Private","Bachelors",13,5,"Adm-clerical","6",1,"N",0,0,60,"United-States"
356567,22,"Private","Assoc-voc",11,1,"Tech-support","6",1,"Y",0,0,60,"United-States"
223811,20,"Private","HS-grad",9,5,"Handlers-cleaners","6",1,"Y",0,0,40,"United-States"
159313,19,"Private","HS-grad",9,5,"Handlers-cleaners","6",1,"Y",0,0,40,"United-States"
250170,47,"Private","HS-grad",9,6,"Machine-op-inspct","3",2,"Y",0,0,40,"United-States"
135617,59,"Private","11th",7,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
187346,38,"Private","HS-grad",9,5,"Sales","12",1,"N",0,0,40,"United-States"
108103,36,"Private","HS-grad",9,6,"Other-service","3",1,"Y",0,0,50,"United-States"
255476,27,"Private","5th-6th",3,5,"Other-service","9",1,"Y",0,0,40,"Mexico"
68577,24,"Private","Assoc-voc",11,6,"Transport-moving","3",1,"Y",0,0,40,"United-States"
155961,35,"Private","HS-grad",9,5,"Other-service","12",2,"N",0,0,35,"Jamaica"
264102,22,"Regional","Some-college",10,5,"Other-service","9",2,"Y",0,0,39,"Haiti"
167777,37,"Private","HS-grad",9,6,"Transport-moving","3",1,"Y",0,0,52,"United-States"
225399,36,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",7298,0,40,"United-States"
199998,28,"Private","HS-grad",9,4,"Other-service","6",1,"N",0,0,25,"United-States"
199856,55,"Private","HS-grad",9,6,"Sales","24+",1,"N",0,0,50,"United-States"
189765,29,"?","5th-6th",3,6,"?","24+",1,"N",0,0,40,"United-States"
193042,32,"Private","Bachelors",13,6,"Sales","3",1,"Y",0,0,44,"United-States"
222810,66,"?","Some-college",10,1,"?","9",1,"N",0,0,35,"United-States"
162595,47,"State","Some-college",10,2,"Craft-repair","9",1,"Y",0,0,45,"United-States"
208826,23,"Private","Bachelors",13,5,"Other-service","6",1,"N",0,0,40,"United-States"
120190,50,"State","Masters",14,1,"Prof-specialty","6",1,"N",0,0,45,"United-States"
27242,40,"Self-emp-not-inc","HS-grad",9,6,"Farming-fishing","3",1,"Y",0,0,84,"United-States"
348099,51,"Private","HS-grad",9,5,"Machine-op-inspct","6",1,"N",0,1590,40,"United-States"
185041,34,"Private","HS-grad",9,5,"Prof-specialty","6",1,"N",0,1669,45,"United-States"
309196,28,"Private","Bachelors",13,5,"Protective-serv","6",1,"N",0,0,40,"United-States"
254285,52,"Regional","Doctorate",16,6,"Prof-specialty","3",1,"Y",0,1887,70,"Germany"
336226,39,"Self-emp-inc","HS-grad",9,6,"Exec-managerial","3",1,"Y",3103,0,60,"United-States"
240698,43,"Private","Bachelors",13,6,"Adm-clerical","3",1,"Y",0,0,40,"United-States"
411797,36,"Private","Bachelors",13,5,"Prof-specialty","12",1,"N",0,0,35,"United-States"
178843,25,"Private","Bachelors",13,5,"Prof-specialty","12",1,"N",0,0,15,"United-States"
136177,42,"Private","Some-college",10,1,"Adm-clerical","18",1,"N",0,0,38,"United-States"
243409,35,"Private","Some-college",10,6,"Transport-moving","3",1,"Y",0,0,40,"Germany"
258049,43,"Private","Masters",14,6,"Exec-managerial","3",1,"Y",7688,0,53,"United-States"
164748,34,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
24185,50,"Regional","Bachelors",13,6,"Exec-managerial","3",1,"Y",0,0,38,"United-States"
167476,30,"Private","Some-college",10,6,"Transport-moving","3",1,"Y",0,0,60,"United-States"
106900,44,"Private","Masters",14,6,"Prof-specialty","3",1,"Y",0,0,44,"United-States"
53497,52,"Private","Assoc-voc",11,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
335704,35,"Private","Assoc-acdm",12,6,"Sales","3",1,"Y",0,0,60,"United-States"
211022,36,"Private","Assoc-voc",11,1,"Prof-specialty","6",1,"Y",0,0,40,"United-States"
163003,30,"Private","Bachelors",13,5,"Exec-managerial","12",4,"N",0,0,52,"Taiwan"
77146,36,"Self-emp-inc","Bachelors",13,6,"Sales","3",1,"Y",15024,0,45,"United-States"
67433,39,"Private","Bachelors",13,5,"Exec-managerial","6",1,"N",0,0,40,"United-States"
458549,25,"Private","1st-4th",2,6,"Farming-fishing","3",1,"Y",0,0,96,"Mexico"
190469,26,"Private","Bachelors",13,5,"Tech-support","6",1,"Y",0,0,40,"United-States"
195411,20,"Private","HS-grad",9,5,"Sales","12",2,"N",0,0,20,"United-States"
216889,20,"Private","Some-college",10,5,"Protective-serv","12",1,"Y",0,0,40,"United-States"
336007,70,"?","5th-6th",3,6,"?","3",1,"Y",0,0,20,"United-States"
167350,26,"Private","HS-grad",9,5,"Transport-moving","12",1,"Y",0,0,50,"United-States"
241857,24,"Private","Some-college",10,5,"Adm-clerical","6",2,"N",0,0,35,"United-States"
125892,48,"Private","Bachelors",13,6,"Tech-support","3",1,"Y",0,0,40,"United-States"
272209,62,"Private","HS-grad",9,1,"Priv-house-serv","18",2,"N",0,0,99,"United-States"
175221,48,"Private","HS-grad",9,6,"Machine-op-inspct","3",1,"Y",0,0,40,"United-States"
180195,52,"Private","Bachelors",13,6,"Sales","3",1,"Y",0,0,40,"United-States"
38090,25,"Private","Bachelors",13,5,"Sales","6",1,"Y",0,0,44,"United-States"
310085,58,"Private","5th-6th",3,6,"Machine-op-inspct","3",1,"Y",0,0,40,"United-States"
118686,40,"Global","Bachelors",13,5,"Prof-specialty","6",1,"N",0,0,45,"United-States"
112963,29,"?","Some-college",10,6,"?","24+",1,"N",0,0,40,"United-States"
120131,45,"Self-emp-inc","7th-8th",4,6,"Exec-managerial","3",1,"Y",0,0,52,"?"
43937,19,"Private","Some-college",10,5,"Other-service","9",1,"N",0,0,20,"United-States"
210438,37,"Private","11th",7,5,"Handlers-cleaners","6",2,"Y",0,0,40,"United-States"
176724,23,"Private","11th",7,6,"Machine-op-inspct","3",1,"Y",0,0,40,"Puerto-Rico"
113364,31,"Self-emp-not-inc","HS-grad",9,1,"Craft-repair","6",1,"Y",0,0,60,"United-States"
73986,64,"Self-emp-not-inc","7th-8th",4,6,"Craft-repair","3",1,"Y",0,0,20,"United-States"
197932,28,"State","Some-college",10,5,"Adm-clerical","12",1,"N",0,0,16,"United-States"
193285,32,"Private","HS-grad",9,5,"Craft-repair","12",1,"Y",0,0,40,"United-States"
223342,49,"State","Some-college",10,1,"Adm-clerical","6",1,"N",0,0,44,"United-States"
49749,35,"Private","Some-college",10,1,"Adm-clerical","6",1,"N",0,0,40,"United-States"
211553,19,"?","Some-college",10,5,"?","12",1,"N",0,0,35,"United-States"
201865,45,"Private","Doctorate",16,6,"Exec-managerial","3",1,"Y",0,0,45,"United-States"
322143,39,"Private","12th",8,6,"Transport-moving","3",1,"Y",15024,0,70,"United-States"
158702,55,"Private","Some-college",10,5,"Adm-clerical","6",2,"N",0,2339,45,"?"
275625,46,"Self-emp-not-inc","Bachelors",13,1,"Other-service","18",4,"N",0,0,60,"South"
206599,19,"Private","Some-college",10,5,"Adm-clerical","12",1,"N",0,0,16,"United-States"
89813,29,"Private","HS-grad",9,6,"Machine-op-inspct","24+",1,"N",0,0,40,"Scotland"
156848,25,"Regional","HS-grad",9,6,"Protective-serv","12",1,"Y",0,0,35,"United-States"
162494,37,"Private","Bachelors",13,5,"Adm-clerical","6",1,"N",0,0,40,"United-States"
205407,30,"Private","HS-grad",9,5,"Adm-clerical","18",1,"Y",0,0,40,"United-States"
375313,28,"Private","HS-grad",9,6,"Machine-op-inspct","3",4,"Y",0,0,40,"Philippines"
930948,36,"Global","Some-college",10,4,"Adm-clerical","18",2,"N",6497,0,56,"United-States"
127895,32,"Private","Some-college",10,5,"Exec-managerial","18",2,"N",0,0,35,"United-States"
248754,34,"Private","11th",7,5,"Machine-op-inspct","6",1,"Y",0,0,40,"United-States"
188096,34,"Private","HS-grad",9,5,"Adm-clerical","6",1,"N",0,0,36,"United-States"
216811,20,"Private","Some-college",10,5,"Sales","12",1,"N",0,0,40,"United-States"
113870,27,"Self-emp-inc","Masters",14,5,"Transport-moving","12",1,"Y",0,0,40,"United-States"
