"Age","Workclass","fnlwgt","Education","Education-Num","Marital Status","Occupation","Relationship","Race","Sex","Capital Gain","Capital Loss","Hours per week","Country","Income","Gender with Income","RowID","Census Year"
52,"Private",139671,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,50,"United-States","above50K","Male-above50K","Row11007",1994
43,"Self-emp-inc",175715,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Black","Male",,,55,"United-States","below50K","Male-below50K","Row11061",1994
21,"Private",57916,"7th-8th",4,"Never-married","Machine-op-inspct","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row11105",1994
48,"Local-gov",145886,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",,,60,"United-States","below50K","Female-below50K","Row11127",1994
20,,236523,"10th",6,"Never-married",,"Own-child","Black","Male",,,40,"United-States","below50K","Male-below50K","Row11164",1994
49,"Self-emp-inc",201498,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row11351",1994
42,"Private",118652,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row11392",1994
31,,82473,"9th",5,"Divorced",,"Not-in-family","White","Female",,,25,"United-States","below50K","Female-below50K","Row11430",1994
23,"Private",188409,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,25,"United-States","below50K","Male-below50K","Row11452",1994
42,"Self-emp-not-inc",82161,"10th",6,"Widowed","Transport-moving","Unmarried","White","Male",,,35,"United-States","below50K","Male-below50K","Row11535",1994
17,"Private",250541,"10th",6,"Never-married","Other-service","Own-child","Black","Male",,,20,"United-States","below50K","Male-below50K","Row11571",1994
29,"Private",253752,"10th",6,"Married-civ-spouse","Farming-fishing","Wife","White","Female",,,40,"United-States","below50K","Female-below50K","Row11627",1994
51,"Private",63685,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",,,50,"Cambodia","below50K","Male-below50K","Row11637",1994
39,"Private",211440,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,55,"United-States","above50K","Male-above50K","Row11639",1994
33,"Private",167309,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row11745",1994
35,"Private",209214,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",,,35,"United-States","above50K","Female-above50K","Row11785",1994
62,"Private",136314,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",,,40,"United-States","below50K","Female-below50K","Row11796",1994
40,"Private",382499,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",,,50,"United-States","below50K","Female-below50K","Row11817",1994
43,"Private",132130,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row11856",1994
22,"Private",110677,"Some-college",10,"Separated","Other-service","Own-child","White","Female",,,40,"United-States","below50K","Female-below50K","Row11863",1994
39,"Private",167140,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row11899",1994
57,"Private",437727,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,45,"United-States","above50K","Male-above50K","Row11904",1994
20,,114969,"HS-grad",9,"Never-married",,"Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row11938",1994
51,"Federal-gov",36186,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row11962",1994
37,"Self-emp-not-inc",75050,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,55,"United-States","below50K","Male-below50K","Row12000",1994
41,"Local-gov",133692,"Bachelors",13,"Divorced","Protective-serv","Unmarried","White","Female",,,40,"United-States","below50K","Female-below50K","Row12014",1994
39,"Private",343476,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,30,"United-States","below50K","Male-below50K","Row12039",1994
54,"Private",188136,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Female",,,38,"United-States","below50K","Female-below50K","Row12050",1994
36,"Private",182074,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Male",,,45,"United-States","below50K","Male-below50K","Row12053",1994
18,,137363,"Some-college",10,"Never-married",,"Own-child","White","Female",,,4,"United-States","below50K","Female-below50K","Row12068",1994
18,"Private",423052,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",,,30,"United-States","below50K","Female-below50K","Row12095",1994
48,"Private",199058,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row12110",1994
55,"Private",190508,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Black","Male",,,35,"United-States","below50K","Male-below50K","Row12142",1994
50,"Private",155594,"Assoc-acdm",12,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",,,50,"United-States","above50K","Male-above50K","Row12208",1994
33,"Private",232475,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row12210",1994
57,"Private",217886,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",,,36,"United-States","below50K","Female-below50K","Row12217",1994
29,"Private",142760,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",,,40,"United-States","below50K","Male-below50K","Row12287",1994
24,"Self-emp-not-inc",172047,"Assoc-acdm",12,"Never-married","Craft-repair","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row12296",1994
20,"Local-gov",271354,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row12339",1994
25,,32276,"Bachelors",13,"Married-civ-spouse",,"Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row12411",1994
26,"Self-emp-inc",246025,"HS-grad",9,"Separated","Sales","Unmarried","White","Female",,,20,"Honduras","below50K","Female-below50K","Row12423",1994
48,"Private",172709,"HS-grad",9,"Divorced","Other-service","Unmarried","Black","Female",,,40,"United-States","below50K","Female-below50K","Row12466",1994
27,"Private",256764,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row12469",1994
29,"Private",340534,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",,,44,"United-States","below50K","Female-below50K","Row12499",1994
33,"Self-emp-not-inc",343021,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",,,65,"United-States","below50K","Male-below50K","Row12598",1994
30,"Private",316606,"Bachelors",13,"Married-civ-spouse","Other-service","Wife","White","Female",,,40,"United-States","below50K","Female-below50K","Row12642",1994
46,"Self-emp-not-inc",103538,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,65,"United-States","above50K","Male-above50K","Row12723",1994
21,"Private",329530,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"Mexico","below50K","Male-below50K","Row12761",1994
50,"Private",152810,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row12800",1994
37,"Private",526968,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",,,38,"United-States","above50K","Female-above50K","Row12831",1994
27,"Private",328981,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","Black","Male",,,40,"United-States","below50K","Male-below50K","Row12840",1994
33,"Self-emp-not-inc",203784,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",,,62,"United-States","below50K","Male-below50K","Row12888",1994
27,"Private",208725,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Male",,,42,"United-States","below50K","Male-below50K","Row12892",1994
19,"Private",279968,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",,,20,"United-States","below50K","Female-below50K","Row12916",1994
65,"Private",80174,"HS-grad",9,"Divorced","Exec-managerial","Other-relative","White","Female",,,50,"United-States","below50K","Female-below50K","Row12938",1994
48,"Self-emp-inc",213140,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row12970",1994
38,"Private",103456,"Bachelors",13,"Separated","Prof-specialty","Unmarried","White","Male",,,40,"United-States","below50K","Male-below50K","Row13052",1994
35,"State-gov",89040,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row13070",1994
34,"Private",734193,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",,,50,"United-States","below50K","Female-below50K","Row13094",1994
66,"Private",142624,"Assoc-acdm",12,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",,,40,"Yugoslavia","above50K","Male-above50K","Row13125",1994
23,"Private",135138,"Bachelors",13,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",,,40,"United-States","below50K","Male-below50K","Row13139",1994
51,"Local-gov",548361,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,26,"United-States","below50K","Male-below50K","Row13146",1994
54,"Self-emp-not-inc",71344,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",,,50,"United-States","above50K","Male-above50K","Row13170",1994
19,"Private",265576,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",,,50,"United-States","below50K","Male-below50K","Row13188",1994
21,"Private",200973,"Some-college",10,"Never-married","Sales","Own-child","White","Female",,,20,"United-States","below50K","Female-below50K","Row13217",1994
32,"Private",188246,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row13267",1994
61,,166855,"Bachelors",13,"Married-civ-spouse",,"Husband","White","Male",,,10,"United-States","below50K","Male-below50K","Row13290",1994
26,"Private",186950,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Wife","White","Female",,,40,"United-States","above50K","Female-above50K","Row13426",1994
44,"Private",230478,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row13427",1994
38,"Local-gov",223004,"Some-college",10,"Divorced","Protective-serv","Not-in-family","White","Male",,,75,"United-States","below50K","Male-below50K","Row13439",1994
22,"Private",183257,"Some-college",10,"Never-married","Sales","Own-child","Black","Female",,,20,"United-States","below50K","Female-below50K","Row13440",1994
30,"Private",169104,"Assoc-acdm",12,"Never-married","Other-service","Other-relative","Asian-Pac-Islander","Male",,,40,"Vietnam","below50K","Male-below50K","Row13468",1994
61,"Private",93997,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",,,40,"Italy","below50K","Male-below50K","Row13470",1994
59,"Private",159048,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",,,40,"United-States","below50K","Female-below50K","Row13500",1994
30,"Private",327112,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",,,40,"United-States","above50K","Male-above50K","Row13506",1994
39,"Private",174330,"HS-grad",9,"Separated","Craft-repair","Unmarried","White","Male",,,40,"United-States","below50K","Male-below50K","Row13530",1994
34,"Private",186824,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",,,70,"United-States","below50K","Male-below50K","Row13571",1994
25,"State-gov",143062,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",,,40,"United-States","below50K","Female-below50K","Row13584",1994
34,"Private",197886,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",,,60,"United-States","above50K","Male-above50K","Row13599",1994
48,"Private",79646,"11th",7,"Married-civ-spouse","Farming-fishing","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row13704",1994
31,"Private",122609,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",,,40,"United-States","below50K","Female-below50K","Row13721",1994
34,"Self-emp-not-inc",209768,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row13735",1994
35,"Private",93225,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row13736",1994
28,"Federal-gov",341709,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row13737",1994
24,"Federal-gov",283918,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",,,25,"United-States","below50K","Female-below50K","Row13753",1994
42,"Private",107276,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",,,40,"United-States","above50K","Female-above50K","Row13754",1994
72,"Private",177769,"10th",6,"Married-civ-spouse","Sales","Husband","White","Male",,,15,"United-States","below50K","Male-below50K","Row13765",1994
33,"Self-emp-not-inc",125279,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",,,60,"United-States","below50K","Male-below50K","Row13775",1994
53,"Private",47396,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",,,50,"United-States","above50K","Male-above50K","Row13786",1994
34,"Private",25322,"Bachelors",13,"Married-spouse-absent","Machine-op-inspct","Not-in-family","Asian-Pac-Islander","Male",,,40,,"below50K","Male-below50K","Row13827",1994
63,"Self-emp-not-inc",106648,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",,,12,"United-States","below50K","Male-below50K","Row13866",1994
50,"Private",177896,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row13885",1994
48,"Private",117849,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row13891",1994
23,"Private",56774,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row13917",1994
32,"Self-emp-not-inc",103642,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,55,"United-States","below50K","Male-below50K","Row13929",1994
35,"Private",42044,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",,,30,"United-States","below50K","Male-below50K","Row13939",1994
24,"Private",138768,"Assoc-acdm",12,"Never-married","Handlers-cleaners","Own-child","White","Male",,,30,"United-States","below50K","Male-below50K","Row13988",1994
34,"Private",46144,"Some-college",10,"Divorced","Handlers-cleaners","Unmarried","White","Female",,,40,"United-States","below50K","Female-below50K","Row14060",1994
22,"Private",117779,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row14130",1994
20,"Private",170091,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",,,35,"United-States","below50K","Female-below50K","Row14164",1994
65,"Private",150095,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row14266",1994
28,"Private",68021,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",,,30,"United-States","below50K","Female-below50K","Row14268",1994
34,"Self-emp-not-inc",28568,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",,,60,"United-States","above50K","Male-above50K","Row14269",1994
25,"Federal-gov",366207,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row14375",1994
37,"Self-emp-not-inc",352882,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","Asian-Pac-Islander","Female",,,70,"South","above50K","Female-above50K","Row14401",1994
21,"Private",118712,"Assoc-voc",11,"Never-married","Craft-repair","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row14408",1994
40,"Self-emp-inc",33126,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row14447",1994
21,"Private",26410,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",,,40,"United-States","below50K","Female-below50K","Row14450",1994
49,"Self-emp-inc",44671,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row14452",1994
45,"Private",380922,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,60,"United-States","above50K","Male-above50K","Row14487",1994
20,,200967,"Some-college",10,"Never-married",,"Own-child","White","Female",,,12,"United-States","below50K","Female-below50K","Row14535",1994
26,,133373,"Bachelors",13,"Never-married",,"Own-child","White","Male",,,44,"United-States","below50K","Male-below50K","Row14578",1994
35,"Private",187415,"5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male",,,50,,"below50K","Male-below50K","Row14582",1994
26,"Private",170786,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row14622",1994
27,"Private",167405,"HS-grad",9,"Married-spouse-absent","Farming-fishing","Own-child","White","Female",,,40,"Mexico","below50K","Female-below50K","Row14625",1994
40,"Local-gov",188436,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row14626",1994
84,"Local-gov",135839,"Assoc-voc",11,"Widowed","Adm-clerical","Not-in-family","White","Female",,,14,"United-States","below50K","Female-below50K","Row14711",1994
31,"Private",199883,"12th",8,"Divorced","Transport-moving","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row14722",1994
17,"Private",151141,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",,,15,"United-States","below50K","Male-below50K","Row14785",1994
24,"Private",291578,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row14828",1994
19,"Private",219742,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",,,15,"United-States","below50K","Female-below50K","Row14843",1994
28,"Private",211032,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row14865",1994
33,"Private",23871,"Assoc-acdm",12,"Divorced","Prof-specialty","Unmarried","White","Female",,,32,"United-States","below50K","Female-below50K","Row14902",1994
46,"Self-emp-inc",62546,"Doctorate",16,"Separated","Prof-specialty","Not-in-family","White","Male",,,35,"United-States","below50K","Male-below50K","Row14931",1994
58,"Private",104945,"9th",5,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",,,60,"United-States","below50K","Male-below50K","Row14941",1994
36,"Private",411797,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",,,35,"United-States","above50K","Female-above50K","Row14993",1994
35,"Private",335704,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",,,60,"United-States","below50K","Male-below50K","Row15003",1994
20,"Private",216889,"Some-college",10,"Never-married","Protective-serv","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row15011",1994
49,"Private",149049,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",,,45,"United-States","above50K","Male-above50K","Row15117",1994
57,"Private",230899,"5th-6th",3,"Separated","Machine-op-inspct","Not-in-family","White","Female",,,40,"United-States","below50K","Female-below50K","Row15171",1994
33,"Private",69251,"Assoc-voc",11,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",,,40,"Philippines","below50K","Male-below50K","Row15183",1994
30,"Private",154297,"10th",6,"Never-married","Machine-op-inspct","Unmarried","Black","Female",,,40,"United-States","below50K","Female-below50K","Row15200",1994
30,"Private",144064,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,62,"United-States","below50K","Male-below50K","Row15218",1994
60,"Private",114263,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",,,40,"Hungary","above50K","Female-above50K","Row15259",1994
42,"Self-emp-not-inc",119207,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",,,48,"United-States","below50K","Male-below50K","Row15297",1994
20,"Private",451996,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row15428",1994
28,"Private",328949,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,60,"United-States","below50K","Male-below50K","Row15448",1994
36,"Private",162302,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",,,35,"United-States","below50K","Female-below50K","Row15454",1994
30,"Self-emp-inc",173858,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",,,40,"South","above50K","Male-above50K","Row15466",1994
46,"Private",94809,"Some-college",10,"Divorced","Priv-house-serv","Unmarried","White","Female",,,30,"United-States","below50K","Female-below50K","Row15617",1994
39,"Self-emp-inc",116358,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",,,40,,"above50K","Male-above50K","Row15692",1994
62,"Private",162825,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row15718",1994
45,"Local-gov",166181,"HS-grad",9,"Divorced","Other-service","Own-child","Black","Female",,,40,"United-States","below50K","Female-below50K","Row15740",1994
53,"State-gov",281074,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row15779",1994
59,"Private",113959,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",,,45,"United-States","above50K","Male-above50K","Row15875",1994
23,"Private",313573,"Bachelors",13,"Never-married","Sales","Own-child","Black","Female",,,25,"United-States","below50K","Female-below50K","Row15952",1994
69,"Private",159522,"7th-8th",4,"Divorced","Machine-op-inspct","Unmarried","Black","Female",,,40,"United-States","below50K","Female-below50K","Row16020",1994
59,"Private",236731,"7th-8th",4,"Married-civ-spouse","Protective-serv","Husband","White","Male",,,40,"Puerto-Rico","below50K","Male-below50K","Row16048",1994
43,"Private",186188,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",,,45,"Iran","below50K","Female-below50K","Row16091",1994
27,"Private",57052,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row16128",1994
42,"Private",313945,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",,,40,"Ecuador","below50K","Male-below50K","Row16145",1994
41,"Private",152742,"Assoc-voc",11,"Divorced","Tech-support","Not-in-family","White","Female",,,40,"United-States","below50K","Female-below50K","Row16147",1994
34,"Private",295922,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",,,40,"England","above50K","Male-above50K","Row16171",1994
18,"Private",205894,"11th",7,"Never-married","Sales","Own-child","White","Male",,,15,"United-States","below50K","Male-below50K","Row16226",1994
27,"Private",180553,"HS-grad",9,"Separated","Machine-op-inspct","Unmarried","White","Female",,,40,"United-States","below50K","Female-below50K","Row16230",1994
58,"Self-emp-not-inc",31732,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row16243",1994
33,"Private",168981,"Masters",14,"Divorced","Exec-managerial","Own-child","White","Female",,,50,"United-States","above50K","Female-above50K","Row16301",1994
46,"Private",190115,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row16320",1994
50,"Private",166565,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row16358",1994
50,"Self-emp-inc",158294,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,80,"United-States","above50K","Male-above50K","Row16422",1994
57,"Local-gov",190747,"9th",5,"Married-civ-spouse","Other-service","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row16476",1994
33,"Private",174201,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row16540",1994
18,"Private",96483,"HS-grad",9,"Never-married","Other-service","Own-child","Asian-Pac-Islander","Female",,,20,"United-States","below50K","Female-below50K","Row16570",1994
49,"Self-emp-inc",86701,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",,,56,"United-States","above50K","Male-above50K","Row16576",1994
70,"Self-emp-not-inc",36311,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,35,"United-States","above50K","Male-above50K","Row16588",1994
34,"Private",182401,"Assoc-acdm",12,"Divorced","Adm-clerical","Not-in-family","Black","Male",,,40,"United-States","below50K","Male-below50K","Row16590",1994
25,"Private",114345,"9th",5,"Never-married","Craft-repair","Unmarried","White","Male",,,40,"United-States","below50K","Male-below50K","Row16599",1994
40,"Local-gov",166893,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","Black","Male",,,40,"United-States","above50K","Male-above50K","Row16601",1994
23,"Private",177087,"11th",7,"Never-married","Adm-clerical","Unmarried","Black","Male",,,35,"United-States","below50K","Male-below50K","Row16606",1994
42,"Private",409902,"HS-grad",9,"Never-married","Exec-managerial","Unmarried","Black","Female",,,25,"United-States","below50K","Female-below50K","Row16636",1994
38,"Private",193961,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",,,40,"Philippines","above50K","Male-above50K","Row16673",1994
34,"Self-emp-not-inc",276221,"10th",6,"Married-civ-spouse","Farming-fishing","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row16681",1994
21,"Private",186314,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row16693",1994
60,"Private",297261,"Some-college",10,"Widowed","Sales","Not-in-family","White","Female",,,15,"United-States","below50K","Female-below50K","Row16712",1994
44,"Self-emp-not-inc",90021,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,30,"United-States","below50K","Male-below50K","Row16728",1994
44,"Private",260046,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row16773",1994
23,"Local-gov",185575,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",,,40,"United-States","below50K","Female-below50K","Row16779",1994
26,"Private",343506,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Female",,,40,"United-States","below50K","Female-below50K","Row16815",1994
27,"Private",240809,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",,,56,"United-States","below50K","Female-below50K","Row16824",1994
40,"Private",32627,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,60,"United-States","below50K","Male-below50K","Row16849",1994
25,"Private",29020,"Assoc-acdm",12,"Divorced","Adm-clerical","Not-in-family","Black","Female",,,45,"United-States","below50K","Female-below50K","Row16956",1994
51,"Private",53838,"Bachelors",13,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row16963",1994
29,"Private",204984,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row16974",1994
38,"Local-gov",236687,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row17008",1994
27,"Private",174645,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",,,40,"United-States","below50K","Female-below50K","Row17011",1994
20,,117789,"Some-college",10,"Never-married",,"Own-child","White","Female",,,40,"United-States","below50K","Female-below50K","Row17030",1994
32,"Private",291147,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row17155",1994
20,"Private",231231,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",,,30,"United-States","below50K","Male-below50K","Row17175",1994
61,"Private",191188,"10th",6,"Widowed","Farming-fishing","Unmarried","White","Male",,,20,"United-States","below50K","Male-below50K","Row17188",1994
52,"Private",180142,"Masters",14,"Married-civ-spouse","Tech-support","Husband","White","Male",,,45,"United-States","below50K","Male-below50K","Row17240",1994
